,Ligand,Additive,Base,Aryl halide,Output,pre-catalyst,active_catalyst,intermediate_I,intermediate_II,conjugated_acid,intermediate_III,product
1752,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CC1=CC(N2C=CC=C2)=NO1,CN1CCCN2C1=NCCC2,ClC1=CN=CC=C1,7.71156711,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd](Cl)c2cccnc2)c(C(C)C)c1,Cc1ccc(N->[Pd](Cl)(c2cccnc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CN1CCCN2CCC[NH+]=C12,Cc1ccc(N[Pd](c2cccnc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,Cc1ccc(Nc2cccnc2)cc1
1753,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CC1=C(C(OCC)=O)C=NO1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,ClC1=NC=CC=C1,24.62070452,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](Cl)c2ccccn2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd](Cl)(<-Nc2ccc(C)cc2)c2ccccn2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2ccccn2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2ccccn2)cc1
1754,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,O=C(OC)C1=NOC(C2=CC=CO2)=C1,CC(C)(C)/N=C(N(C)C)/N(C)C,ClC1=CN=CC=C1,1.470956156,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](Cl)c2cccnc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd](Cl)(<-Nc2ccc(C)cc2)c2cccnc2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CN(C)C(=[NH+]C(C)(C)C)N(C)C,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2cccnc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2cccnc2)cc1
1755,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,CC1=CC(C(OCC)=O)=NO1,CN1CCCN2C1=NCCC2,ClC1=NC=CC=C1,84.85609846,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd](Cl)c2ccccn2)(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,Cc1ccc(N->[Pd](Cl)(c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CN1CCCN2CCC[NH+]=C12,Cc1ccc(N[Pd](c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc(Nc2ccccn2)cc1
1756,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,CC1=C(C(OCC)=O)C=NO1,CN1CCCN2C1=NCCC2,ClC1=NC=CC=C1,48.36115435,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd](Cl)c2ccccn2)(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,Cc1ccc(N->[Pd](Cl)(c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CN1CCCN2CCC[NH+]=C12,Cc1ccc(N[Pd](c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc(Nc2ccccn2)cc1
1757,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,C1(C2=CC=CC=C2)=NOC=C1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,ClC1=CC=C(C(F)(F)F)C=C1,5.298717423,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](Cl)c2ccc(C(F)(F)F)cc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd](Cl)(<-Nc2ccc(C)cc2)c2ccc(C(F)(F)F)cc2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2ccc(C(F)(F)F)cc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
1758,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,C12=CON=C1C=CC=C2,CN1CCCN2C1=NCCC2,ClC1=CC=C(CC)C=C1,0.0,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CCc1ccc([Pd](Cl)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CCc1ccc([Pd](Cl)(<-Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CN1CCCN2CCC[NH+]=C12,CCc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1
1759,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,CC1=CC(C)=NO1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,IC1=CC=C(C(F)(F)F)C=C1,31.74709006,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](I)c2ccc(C(F)(F)F)cc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd](I)(<-Nc2ccc(C)cc2)c2ccc(C(F)(F)F)cc2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2ccc(C(F)(F)F)cc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
1760,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,O=C(OC)C1=NOC(C2=CC=CS2)=C1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,IC1=CN=CC=C1,75.8997955,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd](I)c2cccnc2)(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,Cc1ccc(N->[Pd](I)(c2cccnc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Cc1ccc(N[Pd](c2cccnc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc(Nc2cccnc2)cc1
1761,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,BrC1=CC=C(OC)C=C1,44.50757189,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,COc1ccc([Pd](Br)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,COc1ccc([Pd](Br)(<-Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,COc1ccc(Nc2ccc(C)cc2)cc1
1762,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CC1=NOC=C1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,BrC1=CC=C(OC)C=C1,44.72607544,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc([Pd](Br)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,COc1ccc([Pd](Br)(<-Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,COc1ccc(Nc2ccc(C)cc2)cc1
1763,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,CC1=CC(C(OCC)=O)=NO1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,ClC1=CC=C(CC)C=C1,0.737631078,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCc1ccc([Pd](Cl)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,CCc1ccc([Pd](Cl)(<-Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CCc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1
1764,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,CC1=CC=NO1,CN1CCCN2C1=NCCC2,ClC1=NC=CC=C1,73.07610721,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd](Cl)c2ccccn2)(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,Cc1ccc(N->[Pd](Cl)(c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CN1CCCN2CCC[NH+]=C12,Cc1ccc(N[Pd](c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc(Nc2ccccn2)cc1
1765,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,O=C(OC)C1=NOC(C2=CC=CS2)=C1,CC(C)(C)/N=C(N(C)C)/N(C)C,ClC1=NC=CC=C1,22.69659515,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd](Cl)c2ccccn2)c(C(C)C)c1,Cc1ccc(N->[Pd](Cl)(c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CN(C)C(=[NH+]C(C)(C)C)N(C)C,Cc1ccc(N[Pd](c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,Cc1ccc(Nc2ccccn2)cc1
1766,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,O=C(OC)C1=NOC(C2=CC=CS2)=C1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,BrC1=NC=CC=C1,73.26731184,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd](Br)c2ccccn2)(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,Cc1ccc(N->[Pd](Br)(c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Cc1ccc(N[Pd](c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc(Nc2ccccn2)cc1
1767,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,C1(C2=CC=CC=C2)=NOC=C1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,BrC1=CC=C(CC)C=C1,82.46360414,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCc1ccc([Pd](Br)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,CCc1ccc([Pd](Br)(<-Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CCc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1
1768,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,O=C(OC)C1=CC=NO1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,ClC1=CC=C(CC)C=C1,6.90640733,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCc1ccc([Pd](Cl)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CCc1ccc([Pd](Cl)(<-Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CCc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1
1769,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,CC1=CC=NO1,CN1CCCN2C1=NCCC2,IC1=CN=CC=C1,86.76211847,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd](I)c2cccnc2)(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,Cc1ccc(N->[Pd](I)(c2cccnc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CN1CCCN2CCC[NH+]=C12,Cc1ccc(N[Pd](c2cccnc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc(Nc2cccnc2)cc1
1770,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,CC1=CC(C(OCC)=O)=NO1,CC(C)(C)/N=C(N(C)C)/N(C)C,BrC1=CC=C(C(F)(F)F)C=C1,44.81754321,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd](Br)c2ccc(C(F)(F)F)cc2)(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,Cc1ccc(N->[Pd](Br)(c2ccc(C(F)(F)F)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CN(C)C(=[NH+]C(C)(C)C)N(C)C,Cc1ccc(N[Pd](c2ccc(C(F)(F)F)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
